Index,ID,TraitVal,TraitUnit,Phylum,Class,Order,Family,Genus,Species,Temp,TempUnit,Label
82,Mori_2003,3.31E-08,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,29.7942,Celsius,Respiration
83,Mori_2003,0.00000135,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,37.039,Celsius,Respiration
84,Mori_2003,0.00000386,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,39.9609,Celsius,Respiration
85,Mori_2003,0.0000083,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,44.8811,Celsius,Respiration
86,Mori_2003,0.0000108,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,50.0396,Celsius,Respiration
87,Mori_2003,0.0000107,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,55.1299,Celsius,Respiration
88,Mori_2003,0.000000988,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,60.0223,Celsius,Respiration
89,Mori_2003,0.000000791,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,64.9587,Celsius,Respiration
90,Mori_2003,5.23E-08,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,70.0512,Celsius,Respiration
91,Mori_2003,-2.31E-09,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,narugense,75.1414,Celsius,Respiration
92,Oda_1997_Thiobacillus_Sp.,0.0000477,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,29.9554,Celsius,Respiration
93,Oda_1997_Thiobacillus_Sp.,0.000718525,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,37.0877,Celsius,Respiration
94,Oda_1997_Thiobacillus_Sp.,0.001140786,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,45.1857,Celsius,Respiration
95,Oda_1997_Thiobacillus_Sp.,0.001460886,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,50.1634,Celsius,Respiration
96,Oda_1997_Thiobacillus_Sp.,0.001641369,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,55.2155,Celsius,Respiration
97,Oda_1997_Thiobacillus_Sp.,0.000919439,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,60.0446,Celsius,Respiration
98,Oda_1997_Thiobacillus_Sp.,0.0000477,umol ml^-1 s^-1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,,65.0966,Celsius,Respiration
99,Slobodkin_1997_FE,-0.000000354,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,47.9297,Celsius,Respiration
100,Slobodkin_1997_FE,0.0000164,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,49.8606,Celsius,Respiration
101,Slobodkin_1997_FE,0.0000226,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,51.9724,Celsius,Respiration
